"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","מהירות רוח (מטר לשניה)"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2023 12:00","23.4","7.9"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2023 15:00","22.9","7.7"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2023 18:00","21.4","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","02-05-2023 21:00","19.1","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2023 00:00","18.9","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2023 03:00","18.7","5"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2023 06:00","15.8","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2023 09:00","21.8","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2023 12:00","24.2","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2023 15:00","24.1","7"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2023 18:00","23","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","03-05-2023 21:00","20.8","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2023 00:00","20.3","4"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2023 03:00","16.5","0.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2023 06:00","23.6","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2023 09:00","27.8","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2023 12:00","32.3","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2023 15:00","27.1","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2023 18:00","25.3","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","04-05-2023 21:00","23","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2023 00:00","19.5","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2023 03:00","27.1","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2023 06:00","25.8","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2023 09:00","29.4","6"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2023 12:00","35.5","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2023 15:00","28.4","9.9"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2023 18:00","22.8","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","05-05-2023 21:00","21.4","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2023 00:00","20","1.1"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2023 03:00","19.1","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2023 06:00","18.7","3"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2023 09:00","22.7","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2023 12:00","25","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2023 15:00","24.6","7.5"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2023 18:00","21.6","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","06-05-2023 21:00","18.8","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2023 00:00","18.3","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2023 03:00","16.6","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2023 06:00","16.6","0.7"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2023 09:00","19.6","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2023 12:00","23.8","7.7"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2023 15:00","24.2","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2023 18:00","21.4","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","07-05-2023 21:00","19","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2023 00:00","17.1","0"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2023 03:00","15.3","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2023 06:00","16.4","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2023 09:00","20.2","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2023 12:00","22.8","6.7"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2023 15:00","23.5","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2023 18:00","21.4","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","08-05-2023 21:00","18.9","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2023 00:00","17.5","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2023 03:00","16.8","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2023 06:00","14.8","1"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2023 09:00","21","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2023 12:00","23.8","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2023 15:00","23.8","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2023 18:00","21.6","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","09-05-2023 21:00","19.4","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2023 00:00","19.1","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2023 03:00","17.4","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2023 06:00","14.6","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2023 09:00","21.7","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2023 12:00","24.1","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2023 15:00","25","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2023 18:00","22.7","7.6"
"חיפה בתי זיקוק 01/1999-03/2025","10-05-2023 21:00","20.7","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2023 00:00","20.2","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2023 03:00","17","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2023 06:00","15.8","0.4"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2023 09:00","23.5","2"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2023 12:00","26","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2023 15:00","25.1","5"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2023 18:00","24.3","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","11-05-2023 21:00","22.3","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2023 00:00","20.9","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2023 03:00","21.7","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2023 06:00","20.6","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2023 09:00","24.1","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2023 12:00","28.1","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2023 15:00","27.5","6"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2023 18:00","24.5","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","12-05-2023 21:00","20.7","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2023 00:00","19.8","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2023 03:00","19.4","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2023 06:00","19.1","3"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2023 09:00","21.8","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2023 12:00","23.2","8.4"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2023 15:00","23.9","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2023 18:00","22.3","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","13-05-2023 21:00","19.8","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2023 00:00","19","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2023 03:00","19","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2023 06:00","19.1","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2023 09:00","21","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2023 12:00","24.3","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2023 15:00","23.6","6"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2023 18:00","21.9","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","14-05-2023 21:00","20.1","5.4"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2023 00:00","19.6","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2023 03:00","19.9","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2023 06:00","19.1","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2023 09:00","22.9","3"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2023 12:00","24.1","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2023 15:00","25","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2023 18:00","23","7.6"
"חיפה בתי זיקוק 01/1999-03/2025","15-05-2023 21:00","21.6","5.1"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2023 00:00","20.9","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2023 03:00","19.3","1"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2023 06:00","17.7","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2023 09:00","29.7","4.1"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2023 12:00","35.5","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2023 15:00","29.5","6"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2023 18:00","28.5","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","16-05-2023 21:00","24.7","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2023 00:00","21.6","0.5"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2023 03:00","19.9","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2023 06:00","18.9","1.9"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2023 09:00","28.9","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2023 12:00","36.2","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2023 15:00","32.5","6.2"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2023 18:00","27.4","6"
"חיפה בתי זיקוק 01/1999-03/2025","17-05-2023 21:00","22.6","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2023 00:00","20.1","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2023 03:00","18","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2023 06:00","20.7","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2023 09:00","24.6","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2023 12:00","25.7","7.2"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2023 15:00","24.3","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2023 18:00","22.8","6"
"חיפה בתי זיקוק 01/1999-03/2025","18-05-2023 21:00","20.3","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2023 00:00","18.8","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2023 03:00","18.7","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2023 06:00","17.9","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2023 09:00","22.5","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2023 12:00","25.1","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2023 15:00","23.4","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2023 18:00","21.8","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","19-05-2023 21:00","19.9","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2023 00:00","19","3.8"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2023 03:00","18.7","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2023 06:00","16.2","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2023 09:00","21.4","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2023 12:00","24.8","6.7"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2023 15:00","24.3","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2023 18:00","22.2","4"
"חיפה בתי זיקוק 01/1999-03/2025","20-05-2023 21:00","20","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2023 00:00","19.1","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2023 03:00","17.2","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2023 06:00","16.6","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2023 09:00","21.4","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2023 12:00","23.8","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2023 15:00","25.3","4.5"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2023 18:00","22.6","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","21-05-2023 21:00","20.9","2.9"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2023 00:00","22.9","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2023 03:00","24.7","7.7"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2023 06:00","24.9","8.5"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2023 09:00","28.3","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2023 12:00","30.5","7.8"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2023 15:00","29.5","8.1"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2023 18:00","25.9","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","22-05-2023 21:00","22.5","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2023 00:00","20.5","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2023 03:00","20.8","2.8"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2023 06:00","20","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2023 09:00","24.7","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2023 12:00","26.6","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2023 15:00","27.8","5.6"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2023 18:00","23.2","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","23-05-2023 21:00","20.8","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2023 00:00","18.8","1"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2023 03:00","20.7","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2023 06:00","19.3","2"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2023 09:00","26.5","1.7"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2023 12:00","27.4","6"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2023 15:00","26.5","5.3"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2023 18:00","25.5","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","24-05-2023 21:00","22.1","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","25-05-2023 00:00","21.5","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-05-2023 03:00","20.7","3"
"חיפה בתי זיקוק 01/1999-03/2025","25-05-2023 06:00","19.2","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-05-2023 09:00","25.5","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","25-05-2023 12:00","26.2","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","25-05-2023 15:00","26","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","25-05-2023 18:00","24","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","25-05-2023 21:00","21.1","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","26-05-2023 00:00","20.5","4.7"
"חיפה בתי זיקוק 01/1999-03/2025","26-05-2023 03:00","18.6","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","26-05-2023 06:00","17.2","0.8"
"חיפה בתי זיקוק 01/1999-03/2025","26-05-2023 09:00","21.9","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","26-05-2023 12:00","25.4","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","26-05-2023 15:00","24.3","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","26-05-2023 18:00","24.3","4.4"
"חיפה בתי זיקוק 01/1999-03/2025","26-05-2023 21:00","21.9","3"
"חיפה בתי זיקוק 01/1999-03/2025","27-05-2023 00:00","21.1","6"
"חיפה בתי זיקוק 01/1999-03/2025","27-05-2023 03:00","19.4","2"
"חיפה בתי זיקוק 01/1999-03/2025","27-05-2023 06:00","21.1","4.6"
"חיפה בתי זיקוק 01/1999-03/2025","27-05-2023 09:00","29.5","6.5"
"חיפה בתי זיקוק 01/1999-03/2025","27-05-2023 12:00","35.8","7.1"
"חיפה בתי זיקוק 01/1999-03/2025","27-05-2023 15:00","35.4","8.1"
"חיפה בתי זיקוק 01/1999-03/2025","27-05-2023 18:00","30.5","4.9"
"חיפה בתי זיקוק 01/1999-03/2025","27-05-2023 21:00","26.6","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","28-05-2023 00:00","28","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","28-05-2023 03:00","26.2","7.3"
"חיפה בתי זיקוק 01/1999-03/2025","28-05-2023 06:00","24.2","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","28-05-2023 09:00","25.7","7.8"
"חיפה בתי זיקוק 01/1999-03/2025","28-05-2023 12:00","29.3","7.5"
"חיפה בתי זיקוק 01/1999-03/2025","28-05-2023 15:00","33.1","7.6"
"חיפה בתי זיקוק 01/1999-03/2025","28-05-2023 18:00","24.4","6.4"
"חיפה בתי זיקוק 01/1999-03/2025","28-05-2023 21:00","22.6","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","29-05-2023 00:00","22.2","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","29-05-2023 03:00","21.2","1.6"
"חיפה בתי זיקוק 01/1999-03/2025","29-05-2023 06:00","20.8","3.2"
"חיפה בתי זיקוק 01/1999-03/2025","29-05-2023 09:00","25.4","1.4"
"חיפה בתי זיקוק 01/1999-03/2025","29-05-2023 12:00","26.4","6.8"
"חיפה בתי זיקוק 01/1999-03/2025","29-05-2023 15:00","27.3","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","29-05-2023 18:00","24.6","5.7"
"חיפה בתי זיקוק 01/1999-03/2025","29-05-2023 21:00","21.4","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","30-05-2023 00:00","20.5","2"
"חיפה בתי זיקוק 01/1999-03/2025","30-05-2023 03:00","19.9","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","30-05-2023 06:00","19","0.6"
"חיפה בתי זיקוק 01/1999-03/2025","30-05-2023 09:00","23.9","1.2"
"חיפה בתי זיקוק 01/1999-03/2025","30-05-2023 12:00","27","5.5"
"חיפה בתי זיקוק 01/1999-03/2025","30-05-2023 15:00","25.8","6.9"
"חיפה בתי זיקוק 01/1999-03/2025","30-05-2023 18:00","23.6","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","30-05-2023 21:00","21.3","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","31-05-2023 00:00","20.5","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","31-05-2023 03:00","19.1","2.6"
"חיפה בתי זיקוק 01/1999-03/2025","31-05-2023 06:00","19.1","2"
"חיפה בתי זיקוק 01/1999-03/2025","31-05-2023 09:00","23.8","2.7"
"חיפה בתי זיקוק 01/1999-03/2025","31-05-2023 12:00","26.2","4.8"
"חיפה בתי זיקוק 01/1999-03/2025","31-05-2023 15:00","26.2","6.1"
"חיפה בתי זיקוק 01/1999-03/2025","31-05-2023 18:00","24.4","6.3"
"חיפה בתי זיקוק 01/1999-03/2025","31-05-2023 21:00","21.8","4.2"
"חיפה בתי זיקוק 01/1999-03/2025","01-06-2023 00:00","19.4","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","01-06-2023 03:00","17.3","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","01-06-2023 06:00","16","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","01-06-2023 09:00","26.6","1.5"
"חיפה בתי זיקוק 01/1999-03/2025","01-06-2023 12:00","33.4","2.4"
"חיפה בתי זיקוק 01/1999-03/2025","01-06-2023 15:00","28.7","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","01-06-2023 18:00","27","5"
"חיפה בתי זיקוק 01/1999-03/2025","01-06-2023 21:00","26.8","2.1"
"חיפה בתי זיקוק 01/1999-03/2025","02-06-2023 00:00","27.5","3.5"
"חיפה בתי זיקוק 01/1999-03/2025","02-06-2023 03:00","26","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","02-06-2023 06:00","25.3","1.8"
"חיפה בתי זיקוק 01/1999-03/2025","02-06-2023 09:00","29.9","7"
"חיפה בתי זיקוק 01/1999-03/2025","02-06-2023 12:00","37.3","3.9"
"חיפה בתי זיקוק 01/1999-03/2025","02-06-2023 15:00","40.7","3.4"
"חיפה בתי זיקוק 01/1999-03/2025","02-06-2023 18:00","32.4","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","02-06-2023 21:00","29.5","2.3"
"חיפה בתי זיקוק 01/1999-03/2025","03-06-2023 00:00","26","2.2"
"חיפה בתי זיקוק 01/1999-03/2025","03-06-2023 03:00","23.5","0.9"
"חיפה בתי זיקוק 01/1999-03/2025","03-06-2023 06:00","27.3","7.5"
"חיפה בתי זיקוק 01/1999-03/2025","03-06-2023 09:00","28.1","5"
"חיפה בתי זיקוק 01/1999-03/2025","03-06-2023 12:00","28","5.2"
"חיפה בתי זיקוק 01/1999-03/2025","03-06-2023 15:00","26.6","6"
"חיפה בתי זיקוק 01/1999-03/2025","03-06-2023 18:00","24.5","5.8"
"חיפה בתי זיקוק 01/1999-03/2025","03-06-2023 21:00","21.8","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-06-2023 00:00","22.2","3.7"
"חיפה בתי זיקוק 01/1999-03/2025","04-06-2023 03:00","20.6","1.3"
"חיפה בתי זיקוק 01/1999-03/2025","04-06-2023 06:00","19.8","2.5"
"חיפה בתי זיקוק 01/1999-03/2025","04-06-2023 09:00","23.6","3.1"
"חיפה בתי זיקוק 01/1999-03/2025","04-06-2023 12:00","26.1","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","04-06-2023 15:00","25.6","6.6"
"חיפה בתי זיקוק 01/1999-03/2025","04-06-2023 18:00","24.3","5.9"
"חיפה בתי זיקוק 01/1999-03/2025","04-06-2023 21:00","21.9","4.3"
"חיפה בתי זיקוק 01/1999-03/2025","05-06-2023 00:00","21.1","3.6"
